Country,Code,Year,Month, Gross Domestic Product (GDP), Consumer Price Index (CPI), Money supply (broad money), Mortgage credit interest rate, Business credit interest rate, Unemployment rate , Household consumption, Investment, Economic growth quarterly , Current account balance, Exports, Consumption growth, Investment growth, Budget balance, Inflation monthly, Exchange rate to USD, Minimum wage, Purchasing Managers Index (PMI) composite, Purchasing Managers Index (PMI) manufacturing, Purchasing Managers Index (PMI) services
China, CHN, 2010, 10, , 95.9, 69977.67, , , , , , , , , , , 137200, 0.42, 6.6695, , , , 
China, CHN, 2010, 11, , 95.5, 71033.9, , , , , , , , , , , -475890, -0.42, 6.6555, , , , 
China, CHN, 2010, 12, 11964.25, 95.2, 72585.18, , , , , , 9.9, 86419.1, 468426.81, , , -1164200, -0.31, 6.6493, , , , 
China, CHN, 2011, 1, , 95.1, 73388.48, , , , , , , , , , , 508860, -0.11, 6.5992, , , , 
China, CHN, 2011, 2, , 95.1, 73613.09, , , , , , , , , , , 292120, 0, 6.5775, , , , 
China, CHN, 2011, 3, 10464.13, 95.4, 75813.09, , , , , , 10.2, 1502.14, 432235.83, , , 6140, 0.32, 6.5666, , , , 
China, CHN, 2011, 4, , 95.6, 75738.46, , , , , , , , , , , 277760, 0.21, 6.5287, , , , 
China, CHN, 2011, 5, , 95.6, 76340.92, , , , , , , , , , , 234430, 0, 6.4968, , , , 
China, CHN, 2011, 6, 11917.43, 95.4, 78082.09, , , , , , 10, 43728.22, 497095.37, , , -75330, -0.21, 6.4764, , , , 
China, CHN, 2011, 7, , 95.4, 77292.37, , , , , , , , , , , 291420, 0, 6.4597, , , , 
China, CHN, 2011, 8, , 95.5, 78085.23, , , , , , , , , , , -53060, 0.1, 6.4058, , , , 
China, CHN, 2011, 9, 12698.16, 95.5, 78740.62, , , , , , 9.4, 42432.78, 543445.19, , , -264150, 0, 6.3901, , , , 
China, CHN, 2011, 10, , 95.7, 81682.93, , , , , , , , , , , 110930, 0.21, 6.3717, , , , 
China, CHN, 2011, 11, , 95, 82549.39, , , , , , , , , , , -493890, -0.73, 6.3582, , , , 
China, CHN, 2011, 12, 13850.33, 95, 85159.09, , , , , , 8.8, 48433.63, 536076.05, , , -1354320, 0, 6.3448, , , , 
China, CHN, 2012, 1, , 95.3, 85589.89, , , , , , , , , , , 588580, 0.32, 6.3156, , , , 
China, CHN, 2012, 2, , 95.5, 86717.14, , , , , , , , , , , 110840, 0.21, 6.3012, , , , 
China, CHN, 2012, 3, 11759.39, 96.1, 89556.55, , , , , , 8.1, 28568.48, 458294.33, , , -113590, 0.63, 6.3142, , , , 
China, CHN, 2012, 4, , 96.1, 88960.4, , , , , , , , , , , 288820, 0, 6.3062, , , , 
China, CHN, 2012, 5, , 95.8, 90004.88, , , , , , , , , , , 283980, -0.31, 6.3244, , , , 
China, CHN, 2012, 6, 13168.25, 95.2, 92499.12, , , , , , 7.6, 59004.85, 555229.13, , , -168390, -0.63, 6.3631, , , , 
China, CHN, 2012, 7, , 94.9, 91907.24, , , , , , , , , , , 114400, -0.32, 6.3732, , , , 
China, CHN, 2012, 8, , 95.1, 92489.46, , , , , , , , , , , -115660, 0.21, 6.3614, , , , 
China, CHN, 2012, 9, 13862.22, 95.3, 94368.88, , , , , , 7.5, 76194.91, 572440.72, , , -342060, 0.21, 6.323, , , , 
China, CHN, 2012, 10, , 95.3, 93640.43, , , , , , , , , , , 182700, 0, 6.2714, , , , 
China, CHN, 2012, 11, , 94.9, 94483.24, , , , , , , , , , , -428840, -0.42, 6.2369, , , , 
China, CHN, 2012, 12, 15246.89, 94.9, 97415.95, , , , , , 8.1, 51623.51, 589127.84, , , , 0, 6.2357, , , , 
China, CHN, 2013, 1, , 95, 99212.93, , , , , , , , , , , 528860, 0.11, 6.2247, , , , 
China, CHN, 2013, 2, , 94.8, 99860.08, , , , , , , , , , , 103270, -0.21, 6.2361, , , , 
China, CHN, 2013, 3, 12974.7, 95.1, 103585.84, , , , , , 7.6, 40978.81, 540816.6, , , -132410, 0.32, 6.2184, , , , 
China, CHN, 2013, 4, , 95.4, 103255.19, , , , , , , , , , , 212280, 0.32, 6.1901, , , , 
China, CHN, 2013, 5, , 95.6, 104216.92, , , , , , , , , , , 248330, 0.21, 6.1445, , , , 
China, CHN, 2013, 6, 14396.7, 95.6, 105440.37, , , , , , 7.5, 42671.22, 579339.59, , , -72670, 0, 6.1382, , , , 
China, CHN, 2013, 7, , 95.8, 105221.23, , , , , , , , , , , 249410, 0.21, 6.1378, , , , 
China, CHN, 2013, 8, , 96.2, 106125.64, , , , , , , , , , , -101940, 0.42, 6.1231, , , , 
China, CHN, 2013, 9, 15290.53, 96.5, 107737.92, , , , , , 8.1, 32587.4, 596959.03, , , -322450, 0.31, 6.1202, , , , 
China, CHN, 2013, 10, , 96.7, 107024.22, , , , , , , , , , , 162900, 0.21, 6.1039, , , , 
China, CHN, 2013, 11, , 96.7, 107925.71, , , , , , , , , , , -353250, 0, 6.0937, , , , 
China, CHN, 2013, 12, 16862.51, 96.8, 110652.5, , , , , , 7.9, 31966.53, 638479.51, , , , 0.1, 6.075, , , , 
China, CHN, 2014, 1, , 96.6, 112352.12, , , , , , , , , , , 528120, -0.21, 6.0515, , , , 
China, CHN, 2014, 2, , 96.6, 113176.08, , , , , , , , , , , 257460, 0, 6.0783, , , , 
China, CHN, 2014, 3, 14061.83, 96.9, 116068.74, , , , , , 7.6, 5476.88, 529423.58, , , -326260, 0.31, 6.1731, , , , 
China, CHN, 2014, 4, , 99.4, 116881.27, , , , , , , , , , , 307150, 2.58, 6.2256, , , , 
China, CHN, 2014, 5, , 99.8, 118229.4, , , , , , , , , , , 88020, 0.4, 6.2391, , , , 
China, CHN, 2014, 6, 15646.13, 99.7, 120958.72, , , , , , 7.4, 75483.56, 612324.78, , , -306090, -0.1, 6.2317, , , , 
China, CHN, 2014, 7, , 99.8, 119424.92, , , , , , , , , , , 240540, 0.1, 6.201, , , , 
China, CHN, 2014, 8, , 100, 119749.91, , , , , , , , , , , -109450, 0.2, 6.1558, , , , 
China, CHN, 2014, 9, 16571.19, 100.3, 120205.14, , , 4.1, , , 7.1, 78504.8, 658929.2, , , -407220, 0.3, 6.1387, , , , 
China, CHN, 2014, 10, , 100, 119923.63, , , , , , , , , , , 337040, -0.3, 6.1278, , , , 
China, CHN, 2014, 11, , 99.5, 120860.6, , , , , , , , , , , -280570, -0.5, 6.1282, , , , 
China, CHN, 2014, 12, 18019.03, 99.6, 122837.48, , , 4.1, , , 7.2, 76581.34, 662224.47, , , , 0.1, 6.1884, , , , 
China, CHN, 2015, 1, , 99.5, 124271.02, , , , , , , , , , , -498200, -0.1, 6.2178, , , , 
China, CHN, 2015, 2, , 99.3, 125738.05, , , , , , , , , , , 94370, -0.2, 6.2511, , , , 
China, CHN, 2015, 3, 15059.38, 99.6, 127533.28, , , 4.1, , , 7, 76047.55, 535048.27, , , -690680, 0.3, 6.2401, , , , 
China, CHN, 2015, 4, , 100.2, 128077.91, , , , , , , , , , , -317220, 0.6, 6.1939, , , , 
China, CHN, 2015, 5, , 100.5, 130735.76, , , , , , , , , , , 151700, 0.3, 6.2057, , , , 
China, CHN, 2015, 6, 16787.45, 100.3, 133337.54, , , 4.04, , , 7, 76419.78, 581227.27, , , -347880, -0.2, 6.2111, , , , 
China, CHN, 2015, 7, , 100.1, 135321.09, , , , , , , , , , , 123130, -0.2, 6.2115, , , , 
China, CHN, 2015, 8, , 100.2, 135690.8, , , , , , , , , , , 96760, 0.1, 6.3323, , , , 
China, CHN, 2015, 9, 17580.38, 100.3, 135982.41, , , 4.05, , , 6.9, 67879.16, 613113.27, , , -325950, 0.1, 6.3688, , , , 
China, CHN, 2015, 10, , 100.3, 136102.07, , , , , , , , , , , -121530, 0, 6.3476, , , , 
China, CHN, 2015, 11, , 99.9, 137395.6, , , , , , , , , , , 806660, -0.4, 6.3693, , , , 
China, CHN, 2015, 12, 19172.08, 99.8, 139227.81, , , 4.05, , , 6.8, 83817.95, 630763.63, , , , -0.1, 6.4521, , , , 
China, CHN, 2016, 1, , 99.5, 141631.96, , , , , , , , , , , -657300, -0.3, 6.5549, , , , 
China, CHN, 2016, 2, , 99.5, 142461.87, , , , , , , , , , , 354070, 0, 6.5403, , , , 
China, CHN, 2016, 3, 16096.73, 99.7, 144619.8, , , 4.04, , , 6.7, 45908.66, 475537.66, , , -861430, 0.2, 6.5006, , , , 
China, CHN, 2016, 4, , 99.9, 144520.96, , , , , , , , , , , -429270, 0.2, 6.4779, , , , 
China, CHN, 2016, 5, , 100, 146169.51, , , , , , , , , , , 200190, 0.1, 6.5304, , , , 
China, CHN, 2016, 6, 17987.87, 99.9, 149049.18, , , 4.05, , , 6.7, 66191.63, 544558.54, , , -700280, -0.1, 6.5812, , , , 
China, CHN, 2016, 7, , 99.7, 149155.87, , , , , , , , , , , 30, -0.2, 6.6764, , , , 
China, CHN, 2016, 8, , 99.7, 151098.29, , , , , , , , , , , 241360, 0, 6.6502, , , , 
China, CHN, 2016, 9, 18933.76, 99.8, 151636.05, , , 4.04, , , 6.7, 75405.88, 579603.57, , , -527680, 0.1, 6.6721, , , , 
China, CHN, 2016, 10, , 100.5, 151948.54, , , , , , , , , , , -81770, 0.7, 6.7237, , , , 
China, CHN, 2016, 11, , 100.5, 153043.21, , , , , , , , , , , 703220, 0, 6.8425, , , , 
China, CHN, 2016, 12, 20987.72, 100.3, 155006.67, , , 4.02, , , 6.8, 14697.26, 598222.7, , , , -0.2, 6.9232, , , , 
China, CHN, 2017, 1, , 100, 157594.56, , , , , , , , , , , -399480, -0.3, 6.897, , , , 
China, CHN, 2017, 2, , 99.9, 158291.31, , , , , , , , , , , 296050, -0.1, 6.8736, , , , 
China, CHN, 2017, 3, 17940.34, 100, 159960.96, , , 3.97, , , 6.8, 21381.89, 525587.97, , , -993350, 0.1, 6.8986, , , , 
China, CHN, 2017, 4, , 100.4, 159633.19, , , , , , , , , , , -84140, 0.4, 6.8912, , , , 
China, CHN, 2017, 5, , 100.6, 160136.04, , , , , , , , , , , 314870, 0.2, 6.887, , , , 
China, CHN, 2017, 6, 19917.78, 100.4, 163128.25, , , 3.95, , , 6.8, 56638.68, 602665.47, , , -814500, -0.2, 6.809, , , , 
China, CHN, 2017, 7, , 100.2, 162899.66, , , , , , , , , , , 32110, -0.2, 6.774, , , , 
China, CHN, 2017, 8, , 100.5, 164515.66, , , , , , , , , , , 627270, 0.3, 6.6733, , , , 
China, CHN, 2017, 9, 20982.41, 100.8, 165566.27, , , 3.95, , , 6.7, 45900.36, 621193.81, , , -753240, 0.3, 6.5644, , , , 
China, CHN, 2017, 10, , 100.8, 165343.42, , , , , , , , , , , 511200, 0, 6.6264, , , , 
China, CHN, 2017, 11, , 101.2, 167001.34, , , , , , , , , , , -518100, 0.4, 6.623, , , , 
China, CHN, 2017, 12, 23234.9, 101.5, 167676.85, , , 3.9, , , 6.7, 71195.73, 679830.1, , , -1295100, 0.3, 6.5867, , , , 
China, CHN, 2018, 1, , 101.7, 172081.45, , , , , , , , , , , 1069350, 0.2, 6.4249, , , , 
China, CHN, 2018, 2, , 102.9, 172907.01, , , , , , , , , , , -320190, 1.18, 6.3232, , , , 
China, CHN, 2018, 3, 19792, 102.1, 173985.95, , , 3.89, , , 6.8, -34100.05, 585415.49, , , -794220, -0.78, 6.3193, , , , 
China, CHN, 2018, 4, , 101.8, 173768.37, , , , , , , , , , , 377730, -0.29, 6.3004, , , , 
China, CHN, 2018, 5, , 101.8, 174306.38, , , , , , , , , , , 62860, 0, 6.3718, , 52.3, 51.1, 52.9
China, CHN, 2018, 6, 21929.54, 101.9, 177017.84, , , 3.83, , , 6.7, 5329.35, 666665.33, , , -1121670, 0.1, 6.4686, , 53, 51, 53.9
China, CHN, 2018, 7, , 102.1, 177619.61, , , , , , , , , , , 351630, 0.2, 6.7193, , 52.3, 50.8, 52.8
China, CHN, 2018, 8, , 102.3, 178867.04, , , , , , , , , , , -406020, 0.2, 6.8491, , 52, 50.6, 51.5
China, CHN, 2018, 9, 22949.55, 102.5, 180166.56, , , 3.82, , , 6.5, 23262.95, 691294.82, , , -965290, 0.2, 6.8552, , 52.1, 50, 53.1
China, CHN, 2018, 10, , 102.5, 179556.16, , , , , , , , , , , 369580, 0, 6.9208, , 50.5, 50.1, 50.8
China, CHN, 2018, 11, , 102.2, 181317.51, , , , , , , , , , , -565580, -0.29, 6.9378, , 51.9, 50.2, 53.8
China, CHN, 2018, 12, 25359.86, 101.9, 182674.42, , , 3.8, , , 6.4, 54599.34, 707633.96, , , -1813580, -0.29, 6.8901, , 52.2, 49.7, 53.9
China, CHN, 2019, 1, , 101.7, 186593.53, , , , , , , , , , , 740068, -0.2, 6.7885, , 50.9, 48.3, 53.6
China, CHN, 2019, 2, , 101.5, 186742.74, , , , , , , , , , , -161062, -0.2, 6.7389, , 50.7, 49.9, 51.1
China, CHN, 2019, 3, 21343.28, 102.3, 188941.21, , , 3.67, , , 6.4, , , , , -1076300, 0.79, 6.7125, , 52.9, 50.8, 54.4
China, CHN, 2019, 4, , 102.5, 188467.03, , , , , , , , , , , 195700, 0.2, 6.7168, , 52.7, 50.2, 54.5
China, CHN, 2019, 5, , , , , , , , , , , , , , , , 6.8555, , 51.5, 50.2, 52.7
China, CHN, 2019, 6, , , , , , , , , , , , , , , , , , , , 
China, CHN, 2019, 7, , , , , , , , , , , , , , , , , , , , 
China, CHN, 2019, 8, , , , , , , , , , , , , , , , , , , , 
China, CHN, 2019, 9, , , , , , , , , , , , , , , , , , , , 
China, CHN, 2019, 10, , , , , , , , , , , , , , , , , , , , 
China, CHN, 2019, 11, , , , , , , , , , , , , , , , , , , , 
China, CHN, 2019, 12, , , , , , , , , , , , , , , , , , , , 
India, IND, 2000, 1, , , 10890.04, , , , , , , , , , , , , , , , , 
India, IND, 2000, 2, , , 11051.53, , , , , , , , , , , , , , , , , 
India, IND, 2000, 3, , , 11117.07, , , , , , , , , , , , , , , , , 
India, IND, 2000, 4, , , 11491.67, , , , , , , , , , , , , , , , , 
India, IND, 2000, 5, , , 11550.11, , , , , , , , , , , , , , , , , 
India, IND, 2000, 6, , , 11692.62, , , , , , , , , , , , , , , , , 
India, IND, 2000, 7, , , 11697.94, , , , , , , , , , , , , , , , , 
India, IND, 2000, 8, , , 11806.71, , , , , , , , , , , , , , , , , 
India, IND, 2000, 9, , , 11912.7, , , , , , , , , , , , , 46.0219, , , , 
India, IND, 2000, 10, , , 12166.06, , , , , , , , , , , , , 46.3671, , , , 
India, IND, 2000, 11, , , 12458.25, , , , , , , , , , , , , 46.7801, , , , 
India, IND, 2000, 12, , , 12612.2, , , , , , , , , , , , , 46.7004, , , , 
India, IND, 2001, 1, , , 12667.98, , , , , , , , , , , , , 46.5196, , , , 
India, IND, 2001, 2, , , 12813.66, , , , , , , , , , , , , 46.535, , , , 
India, IND, 2001, 3, , , 13055.67, , , , , , , , , , , , , 46.5862, , , , 
India, IND, 2001, 4, , , 13496.98, , , , , , , , , , , , , 46.7293, , , , 
India, IND, 2001, 5, , , 13662.97, , , , , , , , , , , , , 46.9253, , , , 
India, IND, 2001, 6, , , 13750.34, , , , , , , , , , , , , 47.0146, , , , 
India, IND, 2001, 7, , , 13822.82, , , , , , , , , , , , , 47.1032, , , , 
India, IND, 2001, 8, , , 13934.97, , , , , , , , , , , , , 47.079, , , , 
India, IND, 2001, 9, , , 14054.41, , , , , , , , , , , , , 47.596, , , , 
India, IND, 2001, 10, , , 14212.56, , , , , , , , , , , , , 47.9809, , , , 
India, IND, 2001, 11, , , 14426.66, , , , , , , , , , , , , 47.9789, , , , 
India, IND, 2001, 12, , , 14497.99, , , , , , , , , , , , , 47.876, , , , 
India, IND, 2002, 1, , , 14597.3, , , , , , , , , , , , , 48.2935, , , , 
India, IND, 2002, 2, , , 14738.26, , , , , , , , , , , , , 48.662, , , , 
India, IND, 2002, 3, , , 14971.32, , , , , , , , , , , , , 48.6974, , , , 
India, IND, 2002, 4, , , 15397.08, , , , , , , , , , , , , 48.8722, , , , 
India, IND, 2002, 5, , , 16101.81, , , , , , , , , , , , , 48.9815, , , , 
India, IND, 2002, 6, , , 16173.48, , , , , , , , , , , , , 48.9566, , , , 
India, IND, 2002, 7, , , 16182.76, , , , , , , , , , , , , 48.7271, , , , 
India, IND, 2002, 8, , , 16293.46, , , , , , , , , , , , , 48.5719, , , , 
India, IND, 2002, 9, , , 16386.97, , , , , , , , , , , , , 48.4262, , , , 
India, IND, 2002, 10, , , 16585.99, , , , , , , , , , , , , 48.3198, , , , 
India, IND, 2002, 11, , , 16746, , , , , , , , , , , , , 48.2357, , , , 
India, IND, 2002, 12, , , 16848.21, , , , , , , , , , , , , 48.1048, , , , 
India, IND, 2003, 1, , , 16974.54, , , , , , , , , , , , , 47.8968, , , , 
India, IND, 2003, 2, , , 17127.22, , , , , , , , , , , , , 47.7148, , , , 
India, IND, 2003, 3, , , 17245.78, , , , , , , , , , , , , 47.6083, , , , 
India, IND, 2003, 4, , , 17782.29, , , , , , , , , , , , , 47.3875, , , , 
India, IND, 2003, 5, , , 17909.45, , , , , , , , , , , , , 47.0796, , , , 
India, IND, 2003, 6, , , 18059.59, , , , , , , , , , , , , 46.7037, , , , 
India, IND, 2003, 7, , , 18102.98, , , , , , , , , , , , , 46.2176, , , , 
India, IND, 2003, 8, , , 18224.97, , , , , , , , , , , , , 45.932, , , , 
India, IND, 2003, 9, , , 18376.6, , , , , , , , , , , , , 45.8287, , , , 
India, IND, 2003, 10, , , 18646.69, , , , , , , , , , , , , 45.334, , , , 
India, IND, 2003, 11, , , 18784.22, , , , , , , , , , , , , 45.5128, , , , 
India, IND, 2003, 12, , , 18995.23, , , , , , , , , , , , , 45.5447, , , , 
India, IND, 2004, 1, , , 19236.94, , , , , , , , , , , , , 45.4267, , , , 
India, IND, 2004, 2, , , 19632.01, , , , , , , , , , , , , 45.2387, , , , 
India, IND, 2004, 3, , , 20003.49, , , , , , , , , , , , , 44.9495, , , , 
India, IND, 2004, 4, , , 20618.05, , , , , , , , , , , , , 43.8489, , , , 
India, IND, 2004, 5, , , 20604.87, , , , , , , , , , , , , 45.1488, , , , 
India, IND, 2004, 6, 7240.4, , 20768.21, , , , 4289.49, 2254.7, 8.89, , , , , , , 45.4718, , , , 
India, IND, 2004, 7, , , 20818.36, , , , , , , , , , , , , 46.0167, , , , 
India, IND, 2004, 8, , , 21040.4, , , , , , , , , , , , , 46.2866, , , , 
India, IND, 2004, 9, 7482.33, , 20972.42, , , , 4340.18, 2426.62, 8.6, , , , , , , 46.0262, , , , 
India, IND, 2004, 10, , , 21367.22, , , , , , , , , , , , , 45.762, , , , 
India, IND, 2004, 11, , , 21402.05, , , , , , , , , , , , , 45.0459, , , , 
India, IND, 2004, 12, 8443.51, , 21481.14, , , , 5119.2, 2564.65, 7.18, , , , , , , 43.8653, , , , 
India, IND, 2005, 1, , , 21751.07, , , , , , , , , , , , , 43.6503, , , , 
India, IND, 2005, 2, , , 22192.7, , , , , , , , , , , , , 43.6353, , , , 
India, IND, 2005, 3, 8756.59, , 22691.56, , , , 4837.55, 2897.86, 8.78, , , , , , , 43.6476, , , , 
India, IND, 2005, 4, , , 23470.83, , , , , , , , , , , , , 43.7, , , , 
India, IND, 2005, 5, , , 23511.28, , , , , , , , , , , , , 43.4784, , , , 
India, IND, 2005, 6, 8241.01, , 23597.89, , , , 4847.39, 2698.26, 9.48, , , 13.01, 19.67, , , 43.5429, , , , 
India, IND, 2005, 7, , , 23762.22, , , , , , , , , , , , , 43.4831, , , , 
India, IND, 2005, 8, , , 24048.51, , , , , , , , , , , , , 43.5814, , , , 
India, IND, 2005, 9, 8421.66, , 24705.67, , , , 4862.08, 2891.08, 8.64, , , 12.02, 19.14, , , 43.8762, , , , 
India, IND, 2005, 10, , , 24878.78, , , , , , , , , , , , , 44.7892, , , , 
India, IND, 2005, 11, , , 25020.02, , , , , , , , , , , , , 45.6668, , , , 
India, IND, 2005, 12, 9611.93, , 25291.94, , , , 5735.27, 3115.49, 9.2, , , 12.03, 21.48, , , 45.5796, , , , 
India, IND, 2006, 1, , , 25482.47, , , , , , , , , , , , , 44.2769, , , , 
India, IND, 2006, 2, , , 25800.09, , , , , , , , , , , , , 44.269, , , , 
India, IND, 2006, 3, 10090.35, , 27299.72, , , , 5421.41, 3501.08, 9.81, , , 12.07, 20.82, , , 44.3916, , , , 
India, IND, 2006, 4, , , 27727.57, , , , , , , , , , , , , 44.862, , , , 
India, IND, 2006, 5, , , 27777.82, , , , , , , , , , , , , 45.2595, , , , 
India, IND, 2006, 6, 9375.95, , 27875.95, , , , 5495.21, 3193.34, 8.29, -207650, 2122580, 13.36, 18.35, , , 45.9417, , , , 
India, IND, 2006, 7, , , 28393.34, , , , , , , , , , , , , 46.3865, , , , 
India, IND, 2006, 8, , , 28762.09, , , , , , , , , , , , , 46.4841, , , , 
India, IND, 2006, 9, 9886.92, , 29508.65, , , , 5724.03, 3402.99, 9.91, -223970, 2343880, 17.73, 17.71, , , 46.032, , , , 
India, IND, 2006, 10, , , 29443.59, , , , , , , , , , , , , 45.3866, , , , 
India, IND, 2006, 11, , , 29898.68, , , , , , , , , , , , , 44.7665, , , , 
India, IND, 2006, 12, 11217.69, , 30133.77, , , , 6549.96, 3778.02, 9.27, -124830, 2334870, 14.2, 21.27, , , 44.5508, , , , 
India, IND, 2007, 1, , , 30717.31, , , , , , , , , , , , , 44.2299, , , , 
India, IND, 2007, 2, , , 31420.67, , , , , , , , , , , , , 44.0703, , , , 
India, IND, 2007, 3, 11805.14, , 32969.19, , , , 6237.14, 4266.47, 9.56, 113220, 2618950, 15.05, 21.86, , , 43.8052, , , , 
India, IND, 2007, 4, , , 33217.99, , , , , , , , , , , , , 41.991, , , , 
India, IND, 2007, 5, , , 33258.6, , , , , , , , , , , , , 40.6068, , , , 
India, IND, 2007, 6, 11091.34, , 33889.16, , , , 6318.61, 4035.64, 10.54, -259820, 2250410, 14.98, 26.38, , , 40.5977, , , , 
India, IND, 2007, 7, , , 34510.7, , , , , , , , , , , , , 40.3121, , , , 
India, IND, 2007, 8, , , 34805.41, , , , , , , , , , , , , 40.7143, , , , 
India, IND, 2007, 9, 11330.83, , 35834.94, , , , 6535.3, 4285.63, 9.35, -200360, 2290720, 14.17, 25.94, , , 40.2251, , , , 
India, IND, 2007, 10, , , 36097.45, , , , , , , , , , , , , 39.395, , , , 
India, IND, 2007, 11, , , 36762.87, , , , , , , , , , , , , 39.3334, , , , 
India, IND, 2007, 12, 13012.96, , 36987.47, , , , 7517.19, 4546.32, 10.76, -201930, 2610470, 14.77, 20.34, , , 39.408, , , , 
India, IND, 2008, 1, , , 38008.22, , , , , , , , , , , , , 39.2853, , , , 
India, IND, 2008, 2, , , 38659.88, , , , , , , , , , , , , 39.6771, , , , 
India, IND, 2008, 3, 13667.8, , 40021.89, , , , 7164.08, 5018.94, 8.62, -41460, 2743450, 14.86, 17.64, , , 40.2316, , , , 
India, IND, 2008, 4, , , 40207.18, , , , , , , , , , , , , 39.9736, , , , 
India, IND, 2008, 5, , , 40775.09, , , , , , , , , , , , , 42.0438, , , , 
India, IND, 2008, 6, 13129.3, , 40911.09, , , , 7288.7, 4916.54, 7.14, -375680, 3006690, 15.35, 21.83, , , 42.7683, , , , 
India, IND, 2008, 7, , , 41474.22, , , , , , , , , , , , , 42.7577, , , , 
India, IND, 2008, 8, , , 42120.99, , , , , , , , , , , , , 42.9494, , , , 
India, IND, 2008, 9, 13451.46, , 42673.58, , , , 7509.22, 5130.67, 5.92, -547770, 3363110, 14.9, 19.72, , , 45.5174, , , , 
India, IND, 2008, 10, , , 43411.4, , , , , , , , , , , , , 48.5265, , , , 
India, IND, 2008, 11, , , 43793.13, , , , , , , , , , , , , 48.9371, , , , 
India, IND, 2008, 12, 14427.2, , 44366.86, , , , 8614.19, 4989.68, 2.9, -635540, 3088260, 14.59, 9.75, , , 48.4944, , , , 
India, IND, 2009, 1, , , 45534.9, , , , , , , , , , , , , 48.7234, , , , 
India, IND, 2009, 2, , , 46427.1, , , , , , , , , , , , , 49.2118, , , , 
India, IND, 2009, 3, 14425.68, , 47585.04, , , , 8083.22, 4804.52, -0.14, 236280, 3189450, 12.83, -4.27, , , 51.1227, , , , 
India, IND, 2009, 4, , , 48764.48, , , , , , , , , , , , , 49.9733, , , , 
India, IND, 2009, 5, , , 49382.78, , , , , , , , , , , , , 48.4706, , , , 
India, IND, 2009, 6, 14105.85, , 49367.21, , , , 8114.3, 4980.38, 4.87, -217305.32, 2951039.36, 11.33, 1.3, , , 47.6899, , , , 
India, IND, 2009, 7, , , 50237.4, , , , , , , , , , , , , 48.3605, , , , 
India, IND, 2009, 8, , , 50426.55, , , , , , , , , , , , , 48.2495, , , , 
India, IND, 2009, 9, 14745.83, , 50943.88, , , , 8495.33, 5471.7, 6.6, -424765.85, 3137641.19, 13.13, 6.65, , , 48.3173, , , , 
India, IND, 2009, 10, , , 51576.97, , , , , , , , , , , , , 46.6598, , , , 
India, IND, 2009, 11, , , 51955.55, , , , , , , , , , , , , 46.5471, , , , 
India, IND, 2009, 12, 16743.02, , 52284.97, , , , 9867.97, 5606.84, 8.65, -568390.71, 3325507.75, 14.55, 12.37, , , 46.5266, , , , 
India, IND, 2010, 1, , , 53526.43, , , , , , , , , , , , , 45.9429, , , , 
India, IND, 2010, 2, , , 54245.6, , , , , , , , , , , , , 46.2963, , , , 
India, IND, 2010, 3, 18186.05, , 55795.67, , , , 9459.88, 6339.34, 13.88, -597111.23, 3644854.02, 17.03, 31.95, , , 45.4602, , , , 
India, IND, 2010, 4, , , 56362.07, , , , , , , , , , , , , 44.4462, , , , 
India, IND, 2010, 5, , , 56734.91, , , , , , , , , , , , , 45.8508, , , , 
India, IND, 2010, 6, 17173.17, , 56770.76, , , , 9731.75, 5907.82, 10.08, -1246900, 4352900, 19.93, 18.62, , , 46.5231, , , , 
India, IND, 2010, 7, , , 57910.02, , , , , , , , , , , , , 46.7908, , , , 
India, IND, 2010, 8, , , 58464.47, , , , , , , , , , , , , 46.5433, , , , 
India, IND, 2010, 9, 17594.65, , 58909.93, , , , 10095.96, 6352.53, 9.99, -1678900, 4701100, 18.84, 16.1, , , 45.9407, , , , 
India, IND, 2010, 10, , , 60740.58, , , , , , , , , , , , , 44.3602, , , , 
India, IND, 2010, 11, , , 60798.63, , , , , , , , , , , , , 44.9594, , , , 
India, IND, 2010, 12, 20136.64, , 62024.28, , , , 11199.53, 6759.49, 10.57, -454000, 4702000, 13.49, 20.56, , , 45.0854, , , , 
India, IND, 2011, 1, , 89.5, 62560.15, , , , , , , , , , , , , 45.3913, , , , 
India, IND, 2011, 2, , 88.4, 63667.46, , , , , , , , , , , , -1.23, 45.3771, , , , 
India, IND, 2011, 3, 21738.03, 88.4, 64995.48, , , , 11237.41, 7205.91, 10.38, -286236.56, 5101518.4, 18.79, 13.67, , 0, 44.9346, , , , 
India, IND, 2011, 4, , 89.1, 66480.98, , , , , , , , , , , , 0.79, 44.3357, , , , 
India, IND, 2011, 5, , 89.8, 66585.65, , , , , , , , , , , , 0.79, 44.9166, , , , 
India, IND, 2011, 6, 20434.96, 90.6, 66923.87, , , , 11963.98, 6820.95, 9.29, -702016.24, 4798129.28, 22.94, 15.46, , 0.89, 44.8191, , , , 
India, IND, 2011, 7, , 91.8, 68054.64, , , , , , , , , , , , 1.32, 44.3962, , , , 
India, IND, 2011, 8, , 92.7, 68383.86, , , , , , , , , , , , 0.98, 45.3409, , , , 
India, IND, 2011, 9, 20294.69, 93.8, 68591.81, , , , 11194.59, 7226.64, 5.28, -841934.9, 4980451.94, 10.88, 13.76, , 1.19, 47.62, , , , 
